,time,o_x,o_y,o_z,o_w,w_x,w_y,w_z,a_x,a_y,a_z,r_x,r_y,r_z
0,2023-04-17 05:51:57.574767351,0.0129305,-0.00322156,-0.79702,0.603806,0.0429403,-0.0179478,-0.423587,-0.11059,1.53135,9.51925,0.020754711061835872,0.01672211664666068,-1.8447503991283003
1,2023-04-17 05:51:57.584252357,0.01297329,-0.0033220615,-0.79772125,0.6028765,0.042768645,-0.01775101,-0.42277960000000003,-0.14886285,1.5673310000000003,9.503058,0.020947247999032144,0.01669353443861653,-1.84707800844477
2,2023-04-17 05:51:57.594916105,0.013025713953488373,-0.0034198538205980063,-0.7984620232558141,0.601892219269103,0.04216941561461794,-0.015493089700996677,-0.42198220598006647,-0.1278844046511628,1.5729826245847176,9.527648737541528,0.021146007184823307,0.016685603349568135,-1.8495404381826994
3,2023-04-17 05:51:57.604529858,0.013059511485148516,-0.00354165224009901,-0.7991934066831684,0.6009176178217821,0.04212743784653466,-0.01571504722772277,-0.420622146039604,-0.17792163495049507,1.624867698019802,9.567529735148515,0.021361172351729487,0.01661936447579682,-1.8519766124263322
4,2023-04-17 05:51:57.613972187,0.013103631277818082,-0.003658840456461638,-0.7999778599047079,0.5998690505872433,0.04146273861492913,-0.015126850204897943,-0.4187968952373483,-0.16517628146114785,1.6419520613321308,9.544119024136782,0.021579974431631357,0.016577780151904583,-1.854594550318834
5,2023-04-17 05:51:57.624639750,0.013151855858304034,-0.0037767805986517436,-0.8008051508079865,0.59875945148534,0.040883650424313786,-0.015194939561816598,-0.41759201390833145,-0.16872833794987585,1.6788078574170242,9.53017413005193,0.021803805078817788,0.016544176257223514,-1.857361453028849
6,2023-04-17 05:51:57.634179115,0.0132005644761273,-0.00390312292155807,-0.8016675096974323,0.5975993620785405,0.04112500773482303,-0.01639654850443431,-0.4157607158563247,-0.21816767135922105,1.7090319650491745,9.495431546725216,0.022040853574358713,0.01650340094922313,-1.860251236139297
7,2023-04-17 05:51:57.644814730,0.013249031084484603,-0.004031730731224334,-0.8025639902315633,0.5963891815702166,0.04040222316428444,-0.016878460928106912,-0.4148978547208792,-0.23406532788771334,1.7347372875206293,9.44715467218813,0.022280435264235583,0.016461636311222026,-1.8632621582916316
8,2023-04-17 05:51:57.654273748,0.013302849904006856,-0.004156336577868922,-0.8034899490212326,0.5951353149388525,0.03936203983213768,-0.01560645386626548,-0.41349502717156605,-0.26718778815361194,1.7252041791100028,9.403971353345623,0.022519187410372125,0.016435175790367663,-1.8663782404210212
9,2023-04-17 05:51:57.664906979,0.013355899608639228,-0.004275460147874928,-0.8044434046625301,0.5938400424706717,0.03740697572073284,-0.015030531563769088,-0.4124569238966266,-0.2852257756533406,1.7131775858164597,9.390701821124564,0.02274749696680892,0.016415834212595327,-1.8695936379938771
10,2023-04-17 05:51:57.674484730,0.01340791128559497,-0.0043907844960697695,-0.8054216548232351,0.5925064450071201,0.03573652180906131,-0.014652164240531996,-0.4115568487271497,-0.2807551938770517,1.7063201476941599,9.349923621604178,0.022967817099719505,0.016401091405414174,-1.8729002022065742
11,2023-04-17 05:51:57.684058189,0.013462054334768705,-0.004495298020384012,-0.8064193160507169,0.5911417345957991,0.03336393416512966,-0.012915060163598039,-0.4098673856273858,-0.29206333195493617,1.6812694236560026,9.402753530071985,0.023172627344638323,0.016404074881977822,-1.8762798436759096
12,2023-04-17 05:51:57.694702864,0.013518667349444458,-0.004591603805013681,-0.8074335735089658,0.5897496488889774,0.03151120461068428,-0.011395096096177072,-0.40787262554244175,-0.3185602044982354,1.6810124240557671,9.461639500611804,0.023366549123836577,0.01642213237995273,-1.8797232032605247
13,2023-04-17 05:51:57.704224348,0.013572614037605743,-0.004680856196600871,-0.8084648690014612,0.5883292354531254,0.029327663443226473,-0.010852452461292192,-0.4067534546359996,-0.3335439023220456,1.6236200192779904,9.480938564310785,0.023545389614817815,0.01644556543445712,-1.883232500768379
14,2023-04-17 05:51:57.714855433,0.013625146180914238,-0.004759236515808298,-0.8095106182590537,0.5868839567341867,0.026743251417090944,-0.009679605741793707,-0.40561737614281457,-0.3441338866424736,1.578486344715748,9.51437982908707,0.023704429029618442,0.01648069052830219,-1.8867990649382993
15,2023-04-17 05:51:57.724362135,0.013673866156983114,-0.004829056421242602,-0.8105686268305213,0.5854164194132875,0.024327740567833836,-0.009176478669255826,-0.40456145267542787,-0.34140797926378824,1.545822497767894,9.502917622397812,0.023844661637606533,0.01652076384553532,-1.890416183678267
16,2023-04-17 05:51:57.734224558,0.013716760327022463,-0.004891358167280844,-0.811636849692881,0.583929650995237,0.021918288056721306,-0.009141354538973715,-0.40348588200815216,-0.33758399274227474,1.4806592608994518,9.534142874686134,0.023965489995930137,0.016561123849203073,-1.8940766216809342
17,2023-04-17 05:51:57.744768381,0.013757634612298774,-0.004939458836632861,-0.8127152624051915,0.5824230422837186,0.018923766981610548,-0.007740716869469809,-0.4030592965187291,-0.37050527722773235,1.4700941821103228,9.54992849817363,0.024060364777917367,0.016615622311516542,-1.8977812399684808
18,2023-04-17 05:51:57.754486322,0.013793623217655237,-0.004974570950788412,-0.8138038033022368,0.5808969636908151,0.015854019001933093,-0.006961311407507724,-0.4029885899657987,-0.36501040424255754,1.4190570478582243,9.532085574661116,0.024127910180027818,0.01667804489901085,-1.9015294598096102
19,2023-04-17 05:51:57.764041424,0.01382072698641412,-0.004998390322872856,-0.8149022349315761,0.5793512180209144,0.012656520744352692,-0.007051686186179348,-0.40343361593751564,-0.3386829146504359,1.3826746419605334,9.539465195329775,0.024166285949247114,0.016739768065548454,-1.9053214627034083
20,2023-04-17 05:51:57.774966002,0.013844528551632233,-0.005008643687060229,-0.81600633546394,0.5777917567837144,0.009766922717392174,-0.00596894859253207,-0.4028955481591619,-0.3150531808210799,1.3634237019010895,9.488147290031907,0.024178254402130176,0.016812231155537358,-1.9091425027444398
21,2023-04-17 05:51:57.784490347,0.013861970731073106,-0.005008698221875885,-0.8171144066499343,0.5762206122435695,0.007125925449106928,-0.005783012207685064,-0.40239852667862025,-0.30717290713215734,1.318895254401038,9.454336943429428,0.024165864043625356,0.01688637711123994,-1.9129874081678295
22,2023-04-17 05:51:57.793981075,0.013878301328760787,-0.00499261021572389,-0.8182262467601202,0.574638293737205,0.004144762462973391,-0.004070536323634539,-0.40208220910922726,-0.32267839682732213,1.2977449541017518,9.44042892902466,0.024125277488584302,0.016977447288099638,-1.9168549749586679
