7.10751,-59.9941,44.6541
8.582,-62.0853,44.6362
8.22193,-62.0928,44.6382
9.33973,-64.5709,44.6421
9.19073,-64.6452,44.6203
8.04102,-62.2008,44.6421
7.74964,-62.5,44.6421
-2.88984,-46.3805,44.6423
-4.33713,-44.3698,44.6205
-3.99354,-44.3048,44.6622
-5.16391,-41.8262,44.6265
-4.96253,-41.7189,44.6265
-3.82139,-44.2339,44.6576
-3.56039,-44.0634,44.6453
25.8672,-48.8081,44.701
24.4199,-46.7973,44.6793
24.7635,-46.7323,44.721
23.5932,-44.2537,44.6852
23.7946,-44.1465,44.6852
24.9357,-46.6615,44.7164
25.1967,-46.4909,44.7041
19.6257,-35.402,44.7011
18.2282,-33.4267,44.6794
18.5395,-33.3188,44.7211
17.3656,-30.8246,44.6853
17.5667,-30.7253,44.6853
18.7081,-33.2323,44.7165
18.9691,-33.0617,44.7042
16.5584,-36.7685,44.6988
15.1609,-34.7932,44.6771
15.4722,-34.6853,44.7188
14.2982,-32.1911,44.683
14.4993,-32.0918,44.683
15.6407,-34.5988,44.7142
15.9017,-34.4282,44.7019
-1.51831,-75.1153,44.6519
0.126179,-75.0252,44.6698
-0.8521,-75.455,44.6719
-0.387688,-75.6548,44.6698
0.136381,-75.436,44.6612
2.8364,-74.2006,44.6898
2.97412,-74.4812,44.6928
0.297017,-75.7293,44.6596
-0.263407,-75.9756,44.6778
-0.414142,-76.5431,44.6936
0.432761,-76.1201,44.6838
-0.408972,-77.2574,44.7023
-1.46614,-76.874,44.6778
-0.814969,-76.6798,44.6659
-0.721614,-76.198,44.6804
-0.626908,-75.9472,44.6845
-0.971164,-75.8222,44.6674
-1.27548,-75.6774,44.6661
-1.82616,-76.0708,44.6541
-19.832,-36.8019,44.6213
-18.2116,-36.7064,44.6335
-19.0182,-37.079,44.6278
-18.582,-37.1839,44.6336
-18.1207,-37.0888,44.635
-15.4962,-35.8777,44.6457
-15.3649,-36.1781,44.6488
-18.0107,-37.4094,44.6274
-18.4066,-37.7091,44.6337
-18.6089,-38.1696,44.6495
-17.8918,-37.7937,44.6395
-18.7153,-38.9375,44.6583
-19.7688,-38.5642,44.6232
-19.1106,-38.3637,44.6218
-18.8911,-37.8438,44.6367
-18.7245,-37.517,44.6407
-19.1277,-37.4753,44.624
-19.5528,-37.3438,44.622
-20.1299,-37.7492,44.6185
-13.7209,-69.7558,44.654
-12.2464,-71.847,44.6361
-12.6064,-71.8545,44.6381
-11.5442,-74.0866,44.6516
-11.7646,-74.1939,44.6543
-12.79,-71.9632,44.6464
-13.0787,-72.2617,44.642
-20.8671,-52.1723,44.6354
-20.8535,-53.7518,44.6397
-21.0248,-54.1647,44.6296
-14.8002,-75.4856,44.6405
-16.2013,-73.5482,44.6558
-15.8561,-73.4917,44.6556
-17.0078,-71.0864,44.6176
-16.7392,-70.9461,44.6156
-16.2861,-71.8528,44.6338
-15.8007,-71.9907,44.6466
-16.1689,-71.2228,44.6397
-15.0423,-72.1231,44.655
-15.4311,-73.0934,44.642
-15.628,-72.3977,44.6489
-16.1307,-72.2679,44.6524
-15.592,-73.3631,44.6565
-15.3409,-73.1384,44.6603
23.1217,-50.1772,44.6657
21.7137,-48.1752,44.6598
22.0634,-48.2057,44.6809
21.4154,-46.857,44.6602
21.22,-47.3865,44.6407
21.5455,-47.9984,44.6567
20.5966,-47.6318,44.6299
20.6091,-46.2217,44.6517
21.005,-47.0149,44.6538
21.1378,-46.4658,44.6598
20.8267,-45.6925,44.6542
21.1082,-45.5507,44.6621
22.3202,-48.0873,44.6674
22.534,-47.7693,44.6683
28.6788,-37.5295,44.7006
28.4681,-37.076,44.7003
28.2574,-36.6226,44.7
26.1612,-32.1309,44.6963
25.9477,-31.6788,44.696
25.7342,-31.2267,44.6956
25.5206,-30.7746,44.6952
25.3071,-30.3225,44.6949
25.0935,-29.8704,44.6945
24.88,-29.4183,44.6941
24.6664,-28.9661,44.6938
16.0104,-31.469,44.7032
16.2214,-31.9224,44.7021
16.4323,-32.3757,44.701
16.6432,-32.829,44.7
16.8541,-33.2824,44.6989
17.0651,-33.7357,44.6978
17.276,-34.189,44.6968
17.4869,-34.6424,44.6957
17.6979,-35.0957,44.6947
19.6122,-39.1898,44.6863
19.8225,-39.6434,44.6852
20.0327,-40.0971,44.684
20.243,-40.5507,44.6829
20.4532,-41.0044,44.6818
20.6635,-41.458,44.6807
20.8737,-41.9117,44.6795
21.084,-42.3653,44.6784
23.1539,-46.8574,44.6665
23.3667,-47.3098,44.6655
23.5795,-47.7623,44.6645
23.7922,-48.2147,44.6635
24.005,-48.6672,44.6625
24.2178,-49.1197,44.6615
24.4306,-49.5721,44.6605
24.6434,-50.0246,44.6595
27.6269,-54.8593,44.6429
27.3418,-55.2701,44.6439
