7.10751,-59.9941,44.6541
8.582,-62.0853,44.6362
8.22193,-62.0928,44.6382
9.33973,-64.5709,44.6421
9.19073,-64.6452,44.6203
8.04102,-62.2008,44.6421
7.74964,-62.5,44.6421
15.0156,-84.7096,44.6629
13.5683,-82.6988,44.6411
13.9119,-82.6338,44.6829
12.7704,-80.2567,44.671
12.9982,-80.1643,44.6779
14.0841,-82.5629,44.6783
14.3451,-82.3924,44.666
20.5459,-88.8587,44.6537
22.0204,-90.9499,44.6358
21.6603,-90.9574,44.6379
22.7959,-93.4249,44.6528
22.6281,-93.5078,44.6418
21.4794,-91.0653,44.6418
21.188,-91.3645,44.6418
-4.6927,-96.9825,44.6582
-6.14,-94.9717,44.6364
-5.7964,-94.9067,44.6782
-6.93796,-92.5296,44.6663
-6.71013,-92.4373,44.6732
-5.62425,-94.8359,44.6736
-5.36325,-94.6653,44.6613
10.6192,-103.269,44.662
12.762,-101.856,44.6484
12.8999,-102.154,44.6563
15.0257,-101.174,44.6497
15.1322,-101.401,44.6529
13.0088,-102.385,44.6569
13.1508,-102.686,44.6505
17.7017,-93.4101,44.6715
17.6712,-91.8276,44.6537
18.0559,-92.6777,44.6477
18.2501,-92.0474,44.6387
17.0058,-89.3176,44.6522
16.8855,-89.0538,44.6535
17.1273,-88.9422,44.6459
18.3595,-91.6775,44.6544
18.4361,-91.8475,44.655
19.1613,-92.1542,44.6596
18.7275,-91.3805,44.6557
19.8454,-92.2409,44.6557
19.5248,-93.3024,44.6656
19.3378,-92.5587,44.6656
18.8507,-92.4823,44.6557
18.5253,-92.3354,44.6596
18.4392,-92.725,44.6516
18.2374,-93.0938,44.6516
18.7183,-93.7231,44.6575
16.5706,-104.326,44.6475
14.4639,-105.726,44.6514
14.3526,-105.408,44.6661
12.9666,-105.337,44.6356
12.1024,-105.744,44.6356
13.0877,-104.576,44.6595
14.0356,-104.914,44.6698
13.3742,-105.13,44.6475
13.2734,-105.626,44.6594
14.2429,-105.18,44.6659
14.1097,-104.907,44.674
-3.85968,-91.2325,44.6558
-2.4891,-93.1376,44.6697
-2.76071,-93.2681,44.6742
-2.15186,-94.4404,44.6717
-1.97331,-93.8935,44.6558
-2.30191,-93.2467,44.6707
-1.33225,-93.628,44.6594
-1.34719,-95.25,44.6637
-1.70504,-94.4288,44.6666
-1.82146,-95.0581,44.6617
-1.53782,-95.6526,44.6536
-1.81521,-95.7869,44.6555
-3.06147,-93.4047,44.6726
-3.31242,-93.5367,44.6859
-1.51831,-75.1153,44.6519
0.126179,-75.0252,44.6698
-0.8521,-75.455,44.6719
-0.387688,-75.6548,44.6698
0.136381,-75.436,44.6612
2.8364,-74.2006,44.6898
2.97412,-74.4812,44.6928
0.297017,-75.7293,44.6596
-0.263407,-75.9756,44.6778
-0.414142,-76.5431,44.6936
0.432761,-76.1201,44.6838
-0.408972,-77.2574,44.7023
-1.46614,-76.874,44.6778
-0.814969,-76.6798,44.6659
-0.721614,-76.198,44.6804
-0.626908,-75.9472,44.6845
-0.971164,-75.8222,44.6674
-1.27548,-75.6774,44.6661
-1.82616,-76.0708,44.6541
-13.7209,-69.7558,44.654
-12.2464,-71.847,44.6361
-12.6064,-71.8545,44.6381
-11.5442,-74.0866,44.6516
-11.7646,-74.1939,44.6543
-12.79,-71.9632,44.6464
-13.0787,-72.2617,44.642
-14.8002,-75.4856,44.6405
-16.2013,-73.5482,44.6558
-15.8561,-73.4917,44.6556
-17.0078,-71.0864,44.6176
-16.7392,-70.9461,44.6156
-16.2861,-71.8528,44.6338
-15.8007,-71.9907,44.6466
-16.1689,-71.2228,44.6397
-15.0423,-72.1231,44.655
-15.4311,-73.0934,44.642
-15.628,-72.3977,44.6489
-16.1307,-72.2679,44.6524
-15.592,-73.3631,44.6565
-15.3409,-73.1384,44.6603
-5.65111,-74.9998,44.5881
-5.48133,-75.362,44.5895
-7.26184,-76.2462,44.6085
-7.43161,-75.884,44.6071
-5.14179,-76.0864,44.5923
-4.97201,-76.4486,44.5937
-6.75252,-77.3328,44.6128
-6.92229,-76.9706,44.6113
-4.63247,-77.173,44.5965
-4.4627,-77.5352,44.5979
-6.2432,-78.4194,44.617
-6.41297,-78.0572,44.6156
-4.12315,-78.2596,44.6007
-3.95338,-78.6218,44.6021
-5.73388,-79.506,44.6212
-5.90366,-79.1438,44.6198
-3.61383,-79.3462,44.6049
-3.44406,-79.7084,44.6063
-5.22456,-80.5926,44.6254
-5.39434,-80.2304,44.624
-3.10451,-80.4328,44.6091
-2.93474,-80.795,44.6105
-4.71525,-81.6792,44.6296
-4.88502,-81.317,44.6282
-2.59519,-81.5194,44.6134
-2.42542,-81.8816,44.6148
-4.20593,-82.7658,44.6338
-4.3757,-82.4036,44.6324
-2.08849,-82.6004,44.6175
